; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  1999.74658 09 30 0.15974  4.02e-04  11
  1999.74932 10 01 0.15987  4.04e-04  11
  1999.75205 10 02 0.15997  4.05e-04  11
  1999.75479 10 03 0.16062  4.13e-04  11
  1999.75753 10 04 0.16109  4.20e-04  11
  1999.76027 10 05 0.16166  4.28e-04  11
  1999.76301 10 06 0.16270  4.42e-04  11
  1999.76575 10 07 0.16338  4.52e-04  11
  1999.76849 10 08 0.16379  4.59e-04  11
  1999.77123 10 09 0.16381  4.59e-04  11
  1999.77397 10 10 0.16406  4.78e-04   9
  1999.77671 10 11 0.16437  4.83e-04   9
  1999.77945 10 12 0.16419  4.65e-04  11
  1999.78219 10 13 0.16460  4.71e-04  11
  1999.78493 10 14 0.16431  4.66e-04  11
  1999.78767 10 15 0.16410  4.63e-04  11
  1999.79041 10 16 0.16403  4.62e-04  11
  1999.79315 10 17 0.16365  4.57e-04  11
  1999.79589 10 18 0.16360  4.56e-04  11
  1999.79863 10 19 0.16310  4.48e-04  11
  1999.80137 10 20 0.16149  4.44e-04   9
  1999.80411 10 21 0.16221  4.53e-04   9
  1999.80685 10 22 0.16097  4.18e-04  11
  1999.80959 10 23 0.16034  4.10e-04  11
  1999.81233 10 24 0.16065  4.14e-04  11
  1999.81507 10 25 0.16127  4.22e-04  11
  1999.81781 10 26 0.16223  4.36e-04  11
  1999.82055 10 27 0.16262  4.41e-04  11
  1999.82329 10 28 0.16334  4.52e-04  11
  1999.82603 10 29 0.16384  4.59e-04  11
  1999.82877 10 30 0.16410  4.63e-04  11
  1999.83151 10 31 0.16417  4.64e-04  11
  1999.83425 11 01 0.16325  4.51e-04  11
  1999.83699 11 02 0.16221  4.35e-04  11
  1999.83973 11 03 0.16146  4.25e-04  11
  1999.84247 11 04 0.16116  4.21e-04  11
  1999.84521 11 05 0.16130  4.23e-04  11
  1999.84795 11 06 0.16188  4.49e-04   9
  1999.85068 11 07 0.16276  4.60e-04   9
  1999.85342 11 08 0.16396  4.84e-04  11
  1999.85616 11 09 0.16556  4.86e-04  11
  1999.85890 11 10 0.16645  5.00e-04  11
  1999.86164 11 11 0.16728  5.13e-04  11
  1999.86438 11 12 0.16779  5.22e-04  11
  1999.86712 11 13 0.16765  5.20e-04  11
  1999.86986 11 14 0.16707  5.10e-04  11
  1999.87260 11 15 0.16644  5.00e-04  11
  1999.87534 11 16 0.16608  4.94e-04  11
  1999.87808 11 17 0.16559  4.86e-04  11
  1999.88082 11 18 0.16356  4.55e-04  11
  1999.88356 11 19 0.16666  5.17e-04   9
  1999.88630 11 20 0.16659  5.16e-04   9
  1999.88904 11 21 0.16571  4.88e-04  11
  1999.89178 11 22 0.16603  4.93e-04  11
  1999.89452 11 23 0.16553  4.85e-04  11
  1999.89726 11 24 0.16507  4.78e-04  11
  1999.90000 11 25 0.16461  4.71e-04  11
  1999.90274 11 26 0.16444  4.68e-04  11
  1999.90548 11 27 0.16372  4.57e-04  11
  1999.90822 11 28 0.16264  4.42e-04  11
  1999.91096 11 29 0.16165  4.28e-04  11
  1999.91370 11 30 0.16155  4.26e-04  11
  1999.91644 12 01 0.16101  4.21e-04  10
  1999.91918 12 02 0.16199  4.33e-04  10
  1999.92192 12 03 0.16103  4.19e-04  11
  1999.92466 12 04 0.16109  4.20e-04  11
  1999.92740 12 05 0.16107  4.20e-04  11
  1999.93014 12 06 0.16115  4.21e-04  11
  1999.93288 12 07 0.16137  4.24e-04  11
  1999.93562 12 08 0.16340  4.53e-04  10
  1999.93836 12 09 0.16430  4.66e-04  10
  1999.94110 12 10 0.16560  4.86e-04  11
  1999.94384 12 11 0.16600  4.93e-04  11
  1999.94658 12 12 0.16599  4.93e-04  11
  1999.94932 12 13 0.16626  4.97e-04  11
  1999.95205 12 14 0.16644  5.00e-04  11
  1999.95479 12 15 0.16650  5.01e-04  11
  1999.95753 12 16 0.16608  4.94e-04  11
  1999.96027 12 17 0.16644  5.00e-04  11
  1999.96301 12 18 0.16732  5.14e-04  11
  1999.96575 12 19 0.16760  5.19e-04  11
  1999.96849 12 20 0.16698  5.09e-04  11
  1999.97123 12 21 0.16595  4.92e-04  11
  1999.97397 12 22 0.16539  4.82e-04  10
  1999.97671 12 23 0.16478  4.73e-04  10
  1999.97945 12 24 0.16367  4.57e-04  11
  1999.98219 12 25 0.16285  4.45e-04  11
  1999.98493 12 26 0.16211  4.34e-04  11
  1999.98767 12 27 0.16150  4.25e-04  11
  1999.99041 12 28 0.16081  4.16e-04  11
  1999.99315 12 29 0.15994  4.05e-04  11
  1999.99589 12 30 0.15952  3.99e-04  11
  1999.99863 12 31 0.15948  4.02e-04  10
  2000.00137 01 01 0.15845  5.19e-04  10
  2000.00410 01 02 0.15925  5.21e-04  10
  2000.00683 01 03 0.15936  3.97e-04  11
  2000.00956 01 04 0.16097  4.18e-04  11
  2000.01230 01 05 0.16177  4.29e-04  11
  2000.01503 01 06 0.16236  4.38e-04  11
  2000.01776 01 07 0.16306  4.48e-04  11
  2000.02049 01 08 0.16332  4.52e-04  11
  2000.02322 01 09 0.16388  4.60e-04  11
  2000.02596 01 10 0.16443  4.68e-04  11
  2000.02869 01 11 0.16514  4.79e-04  11
  2000.03142 01 12 0.16644  5.00e-04  11
  2000.03415 01 13 0.16736  5.15e-04  11
  2000.03689 01 14 0.16796  5.40e-04  10
  2000.03962 01 15 0.16903  5.43e-04  10
  2000.04235 01 16 0.16888  5.40e-04  11
  2000.04508 01 17 0.16819  5.29e-04  11
  2000.04781 01 18 0.16736  5.15e-04  11
  2000.05055 01 19 0.16611  4.94e-04  11
  2000.05328 01 20 0.16486  4.75e-04  11
  2000.05601 01 21 0.16356  4.55e-04  11
  2000.05874 01 22 0.16188  4.31e-04  11
  2000.06148 01 23 0.16078  4.16e-04  11
  2000.06421 01 24 0.16002  4.06e-04  11
  2000.06694 01 25 0.15973  4.02e-04  11
  2000.06967 01 26 0.15949  3.99e-04  11
  2000.07240 01 27 0.15923  3.96e-04  11
  2000.07514 01 28 0.15825  5.19e-04  10
  2000.07787 01 29 0.15824  5.19e-04  10
  2000.08060 01 30 0.15973  4.02e-04  11
  2000.08333 01 31 0.16044  4.11e-04  11
  2000.08607 02 01 0.16141  4.24e-04  11
  2000.08880 02 02 0.16057  5.24e-04  10
  2000.09153 02 03 0.16240  1.41e-03  19
  2000.09426 02 04 0.16467  4.72e-04  11
  2000.09699 02 05 0.16564  4.87e-04  11
  2000.09973 02 06 0.16654  5.01e-04  11
  2000.10246 02 07 0.16540  1.61e-03  19
  2000.10519 02 08 0.16677  5.37e-04  10
  2000.10792 02 09 0.16773  5.40e-04  10
  2000.11066 02 10 0.16749  5.39e-04  10
  2000.11339 02 11 0.16672  5.37e-04  10
  2000.11612 02 12 0.16526  4.81e-04  11
  2000.11885 02 13 0.16546  4.84e-04  11
  2000.12158 02 14 0.16536  4.83e-04  11
  2000.12432 02 15 0.16459  4.71e-04  11
  2000.12705 02 16 0.16367  4.57e-04  11
  2000.12978 02 17 0.16246  4.39e-04  11
  2000.13251 02 18 0.16149  4.25e-04  11
  2000.13525 02 19 0.16053  4.12e-04  11
  2000.13798 02 20 0.16029  4.09e-04  11
  2000.14071 02 21 0.15979  4.03e-04  11
  2000.14344 02 22 0.15925  5.21e-04  10
  2000.14617 02 23 0.15990  5.22e-04  10
  2000.14891 02 24 0.16065  4.14e-04  11
  2000.15164 02 25 0.16249  4.39e-04  11
  2000.15437 02 26 0.16414  4.64e-04  11
  2000.15710 02 27 0.16607  4.94e-04  11
  2000.15984 02 28 0.16710  5.10e-04  11
  2000.16257 02 29 0.16732  5.14e-04  11
  2000.16530 03 01 0.16774  5.21e-04  11
  2000.16803 03 02 0.16781  5.22e-04  11
  2000.17077 03 03 0.16731  5.39e-04  10
  2000.17350 03 04 0.16759  5.39e-04  10
  2000.17623 03 05 0.16724  5.13e-04  11
  2000.17896 03 06 0.16673  5.05e-04  11
  2000.18169 03 07 0.16637  4.99e-04  11
  2000.18443 03 08 0.16613  4.95e-04  11
  2000.18716 03 09 0.16561  4.87e-04  11
  2000.18989 03 10 0.16607  4.94e-04  11
  2000.19262 03 11 0.16618  4.96e-04  11
  2000.19536 03 12 0.16664  5.03e-04  11
  2000.19809 03 13 0.16615  4.95e-04  11
  2000.20082 03 14 0.16558  5.35e-04  10
  2000.20355 03 15 0.16515  5.34e-04  10
  2000.20628 03 16 0.16328  4.51e-04  11
  2000.20902 03 17 0.16324  4.50e-04  11
  2000.21175 03 18 0.16295  4.46e-04  11
  2000.21448 03 19 0.16361  4.56e-04  11
  2000.21721 03 20 0.16399  4.61e-04  11
  2000.21995 03 21 0.16387  5.31e-04  10
  2000.22268 03 22 0.16443  5.32e-04  10
  2000.22541 03 23 0.16558  4.86e-04  11
  2000.22814 03 24 0.16641  4.99e-04  11
  2000.23087 03 25 0.16494  4.76e-04  11
  2000.23361 03 26 0.16651  5.01e-04  11
  2000.23634 03 27 0.16797  5.25e-04  11
  2000.23907 03 28 0.16823  5.29e-04  11
  2000.24180 03 29 0.16887  5.40e-04  11
  2000.24454 03 30 0.16906  5.43e-04  10
  2000.24727 03 31 0.16973  5.44e-04  10
  2000.25000 04 01 0.16956  5.52e-04  11
  2000.25273 04 02 0.16952  5.51e-04  11
  2000.25546 04 03 0.16926  5.47e-04  11
  2000.25820 04 04 0.16864  5.36e-04  11
  2000.26093 04 05 0.16757  5.18e-04  11
  2000.26366 04 06 0.16686  5.07e-04  11
  2000.26639 04 07 0.16592  5.35e-04  10
  2000.26913 04 08 0.16542  5.34e-04  10
  2000.27186 04 09 0.16621  4.96e-04  11
  2000.27459 04 10 0.16660  5.02e-04  11
  2000.27732 04 11 0.16670  5.04e-04  11
  2000.28005 04 12 0.16708  5.10e-04  11
  2000.28279 04 13 0.16695  5.08e-04  11
  2000.28552 04 14 0.16667  5.04e-04  11
  2000.28825 04 15 0.16616  4.95e-04  11
  2000.29098 04 16 0.16515  5.34e-04  10
  2000.29372 04 17 0.16425  4.65e-04  11
  2000.29645 04 18 0.16424  4.65e-04  11
  2000.29918 04 19 0.16376  4.58e-04  11
  2000.30191 04 20 0.16566  4.87e-04  11
  2000.30464 04 21 0.16507  4.78e-04  11
  2000.30738 04 22 0.16577  4.89e-04  11
  2000.31011 04 23 0.16659  5.02e-04  11
  2000.31284 04 24 0.16677  5.05e-04  11
  2000.31557 04 25 0.16624  4.97e-04  11
  2000.31831 04 26 0.16591  4.91e-04  11
  2000.32104 04 27 0.16536  4.83e-04  11
  2000.32377 04 28 0.16506  4.78e-04  11
  2000.32650 04 29 0.16464  4.72e-04  11
  2000.32923 04 30 0.16452  4.70e-04  11
  2000.33197 05 01 0.16371  4.57e-04  11
  2000.33470 05 02 0.16277  4.44e-04  11
  2000.33743 05 03 0.16238  5.28e-04  10
  2000.34016 05 04 0.16148  4.25e-04  11
  2000.34290 05 05 0.16120  4.21e-04  11
  2000.34563 05 06 0.16141  4.24e-04  11
  2000.34836 05 07 0.16153  4.26e-04  11
  2000.35109 05 08 0.16277  4.44e-04  11
  2000.35383 05 09 0.16322  4.50e-04  11
  2000.35656 05 10 0.16372  4.58e-04  11
  2000.35929 05 11 0.16441  4.68e-04  11
  2000.36202 05 12 0.16499  4.77e-04  11
  2000.36475 05 13 0.16613  4.95e-04  11
  2000.36749 05 14 0.16714  5.11e-04  11
  2000.37022 05 15 0.16722  5.38e-04  10
  2000.37295 05 16 0.16842  5.41e-04  10
  2000.37568 05 17 0.16857  5.35e-04  11
  2000.37842 05 18 0.16861  5.36e-04  11
  2000.38115 05 19 0.16971  5.44e-04  10
  2000.38388 05 20 0.16973  5.44e-04  10
  2000.38661 05 21 0.16906  5.43e-04  11
  2000.38934 05 22 0.16812  5.27e-04  11
  2000.39208 05 23 0.16699  5.09e-04  11
  2000.39481 05 24 0.16537  4.83e-04  11
  2000.39754 05 25 0.16380  4.59e-04  11
  2000.40027 05 26 0.16271  4.43e-04  11
  2000.40301 05 27 0.16180  4.30e-04  11
  2000.40574 05 28 0.16158  4.27e-04  11
  2000.40847 05 29 0.16104  4.19e-04  11
  2000.41120 05 30 0.15959  5.22e-04  10
  2000.41393 05 31 0.15960  5.22e-04  10
  2000.41667 06 01 0.16068  5.24e-04  10
  2000.41940 06 02 0.16226  4.36e-04  11
  2000.42213 06 03 0.16324  4.50e-04  11
  2000.42486 06 04 0.16333  4.52e-04  11
  2000.42760 06 05 0.16396  4.61e-04  11
  2000.43033 06 06 0.16483  4.74e-04  11
  2000.43306 06 07 0.16465  4.72e-04  11
  2000.43579 06 08 0.16499  4.77e-04  11
  2000.43852 06 09 0.16481  4.74e-04  11
  2000.44126 06 10 0.16550  5.34e-04  10
  2000.44399 06 11 0.16624  5.36e-04  10
  2000.44672 06 12 0.16730  5.14e-04  11
  2000.44945 06 13 0.16715  5.11e-04  11
  2000.45219 06 14 0.16684  5.06e-04  11
  2000.45492 06 15 0.16736  5.15e-04  11
  2000.45765 06 16 0.16772  5.21e-04  11
  2000.46038 06 17 0.16741  5.16e-04  11
  2000.46311 06 18 0.16716  5.11e-04  11
  2000.46585 06 19 0.16721  5.12e-04  11
  2000.46858 06 20 0.16700  5.09e-04  11
  2000.47131 06 21 0.16693  5.08e-04  11
  2000.47404 06 22 0.16630  4.98e-04  11
  2000.47678 06 23 0.16576  4.89e-04  11
  2000.47951 06 24 0.16439  5.32e-04  10
  2000.48224 06 25 0.16401  5.31e-04  10
  2000.48497 06 26 0.16396  4.61e-04  11
  2000.48770 06 27 0.16384  4.59e-04  11
  2000.49044 06 28 0.16280  4.44e-04  11
  2000.49317 06 29 0.16237  4.38e-04  11
  2000.49590 06 30 0.16204  5.27e-04  10
  2000.49863 07 01 0.16320  5.29e-04  10
  2000.50137 07 02 0.16417  5.32e-04  10
  2000.50410 07 03 0.16545  1.61e-03  19
  2000.50683 07 04 0.16584  1.64e-03  19
  2000.50956 07 05 0.16638  1.68e-03  19
  2000.51230 07 06 0.16688  1.71e-03  19
  2000.51503 07 07 0.16743  1.75e-03  19
  2000.51776 07 08 0.16563  4.87e-04  11
  2000.52049 07 09 0.16716  5.12e-04  11
  2000.52322 07 10 0.16813  5.27e-04  11
  2000.52596 07 11 0.16735  5.15e-04  11
  2000.52869 07 12 0.16844  5.33e-04  11
  2000.53142 07 13 0.16882  5.42e-04  10
  2000.53415 07 14 0.16767  5.39e-04  10
  2000.53689 07 15 0.16794  5.24e-04  11
  2000.53962 07 16 0.17033  5.46e-04  10
  2000.54235 07 17 0.17077  5.72e-04  11
  2000.54508 07 18 0.17182  5.91e-04  11
  2000.54781 07 19 0.17239  6.01e-04  11
  2000.55055 07 20 0.17217  5.97e-04  11
  2000.55328 07 21 0.17291  5.52e-04  10
  2000.55601 07 22 0.17144  2.03e-03  19
  2000.55874 07 23 0.16993  5.58e-04  11
  2000.56148 07 24 0.16852  5.34e-04  11
  2000.56421 07 25 0.16713  5.11e-04  11
  2000.56694 07 26 0.16489  4.75e-04  11
  2000.56967 07 27 0.16421  4.65e-04  11
  2000.57240 07 28 0.16340  4.53e-04  11
  2000.57514 07 29 0.16390  4.60e-04  11
  2000.57787 07 30 0.16454  4.70e-04  11
  2000.58060 07 31 0.16515  4.79e-04  11
  2000.58333 08 01 0.16591  5.35e-04  10
  2000.58607 08 02 0.16576  5.35e-04  10
  2000.58880 08 03 0.16548  4.85e-04  11
  2000.59153 08 04 0.16580  4.90e-04  11
  2000.59426 08 05 0.16621  4.96e-04  11
  2000.59699 08 06 0.16645  5.00e-04  11
  2000.59973 08 07 0.16639  4.99e-04  11
  2000.60246 08 08 0.16532  5.34e-04  10
  2000.60519 08 09 0.16524  5.34e-04  10
  2000.60792 08 10 0.16619  5.36e-04  10
  2000.61066 08 11 0.16698  5.09e-04  11
  2000.61339 08 12 0.16861  5.36e-04  11
  2000.61612 08 13 0.16947  5.50e-04  11
  2000.61885 08 14 0.17032  5.65e-04  11
  2000.62158 08 15 0.17053  5.68e-04  11
  2000.62432 08 16 0.17016  5.62e-04  11
  2000.62705 08 17 0.16987  5.57e-04  11
  2000.62978 08 18 0.16910  5.43e-04  10
  2000.63251 08 19 0.16772  5.40e-04  10
  2000.63525 08 20 0.16570  4.88e-04  11
  2000.63798 08 21 0.16353  4.55e-04  11
  2000.64071 08 22 0.16151  4.26e-04  11
  2000.64344 08 23 0.16011  4.07e-04  11
  2000.64617 08 24 0.15984  4.03e-04  11
  2000.64891 08 25 0.16033  4.10e-04  11
  2000.65164 08 26 0.16058  4.13e-04  11
  2000.65437 08 27 0.16191  4.31e-04  11
  2000.65710 08 28 0.16260  4.41e-04  11
  2000.65984 08 29 0.16377  4.58e-04  11
  2000.66257 08 30 0.16460  4.71e-04  11
  2000.66530 08 31 0.16541  4.83e-04  11
  2000.66803 09 01 0.16572  4.88e-04  11
  2000.67077 09 02 0.16513  4.79e-04  11
  2000.67350 09 03 0.16445  4.69e-04  11
  2000.67623 09 04 0.16499  4.77e-04  11
  2000.67896 09 05 0.16519  4.80e-04  11
  2000.68169 09 06 0.16549  4.85e-04  11
  2000.68443 09 07 0.16616  4.95e-04  11
  2000.68716 09 08 0.16646  5.00e-04  11
  2000.68989 09 09 0.16610  4.94e-04  11
  2000.69262 09 10 0.16550  5.35e-04  10
  2000.69536 09 11 0.16452  5.32e-04  10
  2000.69809 09 12 0.16451  4.69e-04  11
  2000.70082 09 13 0.16410  4.63e-04  11
  2000.70355 09 14 0.16378  4.58e-04  11
  2000.70628 09 15 0.16330  4.51e-04  11
  2000.70902 09 16 0.16302  4.47e-04  11
  2000.71175 09 17 0.16238  4.38e-04  11
  2000.71448 09 18 0.16245  4.39e-04  11
  2000.71721 09 19 0.16236  4.38e-04  11
  2000.71995 09 20 0.16277  4.44e-04  11
  2000.72268 09 21 0.16541  1.61e-03  19
  2000.72541 09 22 0.16457  4.70e-04  11
  2000.72814 09 23 0.16530  4.82e-04  11
  2000.73087 09 24 0.16622  4.96e-04  11
  2000.73361 09 25 0.16706  5.10e-04  11
  2000.73634 09 26 0.16854  5.34e-04  11
  2000.73907 09 27 0.16792  5.24e-04  11
  2000.74180 09 28 0.16787  5.23e-04  11
  2000.74454 09 29 0.16708  5.10e-04  11
  2000.74727 09 30 0.16563  4.87e-04  11
  2000.75000 10 01 0.16548  4.85e-04  11
  2000.75273 10 02 0.16663  5.37e-04  10
  2000.75546 10 03 0.16665  5.37e-04  10
  2000.75820 10 04 0.16715  5.11e-04  11
  2000.76093 10 05 0.16691  5.07e-04  11
  2000.76366 10 06 0.16675  5.05e-04  11
  2000.76639 10 07 0.16589  4.91e-04  11
  2000.76913 10 08 0.16531  5.34e-04  10
  2000.77186 10 09 0.16424  5.32e-04  10
  2000.77459 10 10 0.16389  5.31e-04  10
  2000.77732 10 11 0.16266  5.28e-04  10
  2000.78005 10 12 0.16256  4.40e-04  11
  2000.78279 10 13 0.16337  4.52e-04  11
  2000.78552 10 14 0.16241  4.38e-04  11
  2000.78825 10 15 0.16254  4.40e-04  11
  2000.79098 10 16 0.16313  4.49e-04  11
  2000.79372 10 17 0.16380  4.59e-04  11
  2000.79645 10 18 0.16430  4.66e-04  11
  2000.79918 10 19 0.16500  4.77e-04  11
  2000.80191 10 20 0.16555  4.86e-04  11
  2000.80464 10 21 0.16614  4.95e-04  11
  2000.80738 10 22 0.16623  4.96e-04  11
  2000.81011 10 23 0.16623  4.96e-04  11
  2000.81284 10 24 0.16528  1.60e-03  19
  2000.81557 10 25 0.16548  5.34e-04  10
  2000.81831 10 26 0.16534  4.82e-04  11
  2000.82104 10 27 0.16422  4.65e-04  11
  2000.82377 10 28 0.16450  4.69e-04  11
  2000.82650 10 29 0.16613  4.95e-04  11
  2000.82923 10 30 0.16733  5.14e-04  11
  2000.83197 10 31 0.16850  5.34e-04  11
  2000.83470 11 01 0.16964  5.53e-04  11
  2000.83743 11 02 0.16939  5.49e-04  11
  2000.84016 11 03 0.17014  5.45e-04  10
  2000.84290 11 04 0.17031  5.45e-04  10
  2000.84563 11 05 0.16812  5.27e-04  11
  2000.84836 11 06 0.16733  5.14e-04  11
  2000.85109 11 07 0.16707  5.10e-04  11
  2000.85383 11 08 0.16481  4.74e-04  11
  2000.85656 11 09 0.16454  4.70e-04  11
  2000.85929 11 10 0.16126  4.22e-04  11
  2000.86202 11 11 0.16070  4.15e-04  11
  2000.86475 11 12 0.16071  4.15e-04  11
  2000.86749 11 13 0.16081  4.16e-04  11
  2000.87022 11 14 0.16253  1.42e-03  19
  2000.87295 11 15 0.16287  1.44e-03  19
  2000.87568 11 16 0.16311  4.48e-04  11
  2000.87842 11 17 0.16366  4.57e-04  11
  2000.88115 11 18 0.16436  4.67e-04  11
  2000.88388 11 19 0.16491  4.76e-04  11
  2000.88661 11 20 0.16497  4.77e-04  11
  2000.88934 11 21 0.16489  4.75e-04  11
  2000.89208 11 22 0.16547  4.84e-04  11
  2000.89481 11 23 0.16612  4.95e-04  11
  2000.89754 11 24 0.16682  5.06e-04  11
  2000.90027 11 25 0.16811  5.27e-04  11
  2000.90301 11 26 0.16826  5.30e-04  11
  2000.90574 11 27 0.16902  5.42e-04  11
  2000.90847 11 28 0.16972  5.54e-04  11
  2000.91120 11 29 0.17150  5.48e-04  10
  2000.91393 11 30 0.17037  5.46e-04  10
  2000.91667 12 01 0.16639  1.68e-03  19
  2000.91940 12 02 0.16707  5.10e-04  11
  2000.92213 12 03 0.16557  4.86e-04  11
  2000.92486 12 04 0.16379  4.59e-04  11
  2000.92760 12 05 0.16190  4.31e-04  11
  2000.93033 12 06 0.15958  5.22e-04  10
  2000.93306 12 07 0.15921  5.21e-04  10
  2000.93579 12 08 0.15876  5.20e-04  10
  2000.93852 12 09 0.15945  3.98e-04  11
  2000.94126 12 10 0.16016  4.07e-04  11
  2000.94399 12 11 0.16104  4.19e-04  11
  2000.94672 12 12 0.16246  4.39e-04  11
  2000.94945 12 13 0.16397  4.61e-04  11
  2000.95219 12 14 0.16549  4.85e-04  11
  2000.95492 12 15 0.16624  4.97e-04  11
  2000.95765 12 16 0.16634  4.98e-04  11
  2000.96038 12 17 0.16699  5.09e-04  11
  2000.96311 12 18 0.16698  5.09e-04  11
  2000.96585 12 19 0.16725  5.13e-04  11
  2000.96858 12 20 0.16725  5.13e-04  11
  2000.97131 12 21 0.16774  5.21e-04  11
  2000.97404 12 22 0.16834  5.41e-04  10
  2000.97678 12 23 0.16836  5.41e-04  10
  2000.97951 12 24 0.16916  5.43e-04  10
  2000.98224 12 25 0.16879  5.39e-04  11
  2000.98497 12 26 0.16885  5.40e-04  11
  2000.98770 12 27 0.16871  5.37e-04  11
  2000.99044 12 28 0.16779  5.22e-04  11
  2000.99317 12 29 0.16687  5.07e-04  11
  2000.99590 12 30 0.16584  4.90e-04  11
  2000.99863 12 31 0.16397  4.61e-04  11
  2001.00137 01 01 0.16250  4.40e-04  11
  2001.00411 01 02 0.16209  5.27e-04  10
  2001.00685 01 03 0.16355  5.30e-04  10
  2001.00959 01 04 0.16277  4.43e-04  11
  2001.01233 01 05 0.16342  4.53e-04  11
  2001.01507 01 06 0.16465  4.72e-04  11
  2001.01781 01 07 0.16543  4.84e-04  11
  2001.02055 01 08 0.16541  4.83e-04  11
  2001.02329 01 09 0.16546  4.84e-04  11
  2001.02603 01 10 0.16502  5.33e-04  10
  2001.02877 01 11 0.16468  4.72e-04  11
  2001.03151 01 12 0.16445  4.69e-04  11
  2001.03425 01 13 0.16435  4.67e-04  11
  2001.03699 01 14 0.16390  4.60e-04  11
  2001.03973 01 15 0.16337  4.52e-04  11
  2001.04247 01 16 0.16288  4.45e-04  11
  2001.04521 01 17 0.16328  4.51e-04  11
  2001.04795 01 18 0.16279  5.28e-04  10
  2001.05068 01 19 0.16230  5.27e-04  10
  2001.05342 01 20 0.16305  5.29e-04  10
  2001.05616 01 21 0.16363  5.30e-04  10
  2001.05890 01 22 0.16431  5.32e-04  10
  2001.06164 01 23 0.16584  5.35e-04  10
  2001.06438 01 24 0.16596  5.36e-04  10
  2001.06712 01 25 0.16574  5.35e-04  10
  2001.06986 01 26 0.16500  5.33e-04  10
  2001.07260 01 27 0.16404  5.31e-04  10
  2001.07534 01 28 0.16312  5.29e-04  10
  2001.07808 01 29 0.16241  5.28e-04  10
  2001.08082 01 30 0.16227  5.27e-04  10
  2001.08356 01 31 0.16165  5.26e-04  10
  2001.08630 02 01 0.16191  5.27e-04  10
  2001.08904 02 02 0.16207  5.27e-04  10
  2001.09178 02 03 0.16269  5.28e-04  10
  2001.09452 02 04 0.16255  5.28e-04  10
  2001.09726 02 05 0.16318  5.29e-04  10
  2001.10000 02 06 0.16429  5.32e-04  10
  2001.10274 02 07 0.16483  5.33e-04  10
  2001.10548 02 08 0.16414  5.31e-04  10
  2001.10822 02 09 0.16451  4.69e-04  11
  2001.11096 02 10 0.16361  4.56e-04  11
  2001.11370 02 11 0.16397  4.61e-04  11
  2001.11644 02 12 0.16267  4.42e-04  11
  2001.11918 02 13 0.16170  4.28e-04  11
  2001.12192 02 14 0.16051  4.12e-04  11
  2001.12466 02 15 0.16080  4.16e-04  11
  2001.12740 02 16 0.16033  4.10e-04  11
  2001.13014 02 17 0.15911  3.94e-04  11
  2001.13288 02 18 0.16003  4.06e-04  11
  2001.13562 02 19 0.16086  4.17e-04  11
  2001.13836 02 20 0.16205  4.33e-04  11
  2001.14110 02 21 0.16236  4.38e-04  11
  2001.14384 02 22 0.16233  5.27e-04  10
  2001.14658 02 23 0.16362  4.56e-04  11
  2001.14932 02 24 0.16325  4.51e-04  11
  2001.15205 02 25 0.16276  4.43e-04  11
  2001.15479 02 26 0.16151  5.26e-04  10
  2001.15753 02 27 0.16156  4.26e-04  11
  2001.16027 02 28 0.16081  4.16e-04  11
  2001.16301 03 01 0.16071  4.15e-04  11
  2001.16575 03 02 0.16084  4.16e-04  11
  2001.16849 03 03 0.16147  4.25e-04  11
  2001.17123 03 04 0.16140  4.24e-04  11
  2001.17397 03 05 0.16158  4.26e-04  11
  2001.17671 03 06 0.16197  4.32e-04  11
  2001.17945 03 07 0.16201  4.33e-04  11
  2001.18219 03 08 0.16188  4.31e-04  11
  2001.18493 03 09 0.16192  4.31e-04  11
  2001.18767 03 10 0.16188  4.31e-04  11
  2001.19041 03 11 0.16220  4.35e-04  11
  2001.19315 03 12 0.16250  4.40e-04  11
  2001.19589 03 13 0.16059  4.13e-04  11
  2001.19863 03 14 0.16175  4.29e-04  11
  2001.20137 03 15 0.16198  4.32e-04  11
  2001.20411 03 16 0.16245  4.42e-04   5
  2001.20685 03 17 0.16145  4.25e-04  11
  2001.20959 03 18 0.16132  4.23e-04  11
  2001.21233 03 19 0.16125  4.22e-04  11
  2001.21507 03 20 0.16134  4.23e-04  11
  2001.21781 03 21 0.16122  4.22e-04  11
  2001.22055 03 22 0.16163  4.27e-04  11
  2001.22329 03 23 0.16259  4.41e-04  11
  2001.22603 03 24 0.16454  4.70e-04  11
  2001.22877 03 25 0.16612  4.95e-04  11
  2001.23151 03 26 0.16819  5.28e-04  11
  2001.23425 03 27 0.16918  5.45e-04  11
  2001.23699 03 28 0.17067  5.71e-04  11
  2001.23973 03 29 0.17114  5.79e-04  11
  2001.24247 03 30 0.17039  5.66e-04  11
  2001.24521 03 31 0.16974  5.55e-04  11
  2001.24795 04 01 0.16891  5.41e-04  11
  2001.25068 04 02 0.16783  5.23e-04  11
